product_id,item_name,price,gender,category,product_link,model_image_link,image_link
E478580-000,Jacket,99.9,women,outerwear,https://www.uniqlo.com/us/en/products/E478580-000,,
E479669-000,Breasted Tailored Jacket,99.9,women,outerwear,https://www.uniqlo.com/us/en/products/E479669-000,,
E479668-001,Tailored Jacket,99.9,women,outerwear,https://www.uniqlo.com/us/en/products/E479668-001,,
E479208-000,Short Jacket,69.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E479208-000,,
E479775-000,Ribbed Knitted Jacket,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E479775-000,,
E474964-000,Soft Jacket,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E474964-000,,
E479196-000,Oversized Blouson | Faux Leather,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E479196-000,,
E479616-000,Lined Fleece Relaxed Cardigan,69.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E479616-000,,
E449753-000,Yarn Fleece Full-Zip Jacket,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E449753-000,,
E480062-000,Short Blouson,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E480062-000,,
E480060-000,Short Jacket | Faux Leather,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E480060-000,,
E480318-000,Long Shirt Jacket,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E480318-000,,
E480278-000,Poncho,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E480278-000,,
E474981-000,Short Jacket,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E474981-000,,
E480100-000,Short Jacket,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E480100-000,,
E475336-000,Stretch AIRism Full-Zip Jacket,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E475336-000,,
E479764-000,Short Jacket,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E479764-000,,
E474175-000,UV Protection Parka,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E474175-000,,
E465470-000,Parka,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E465470-000,,
E478573-000,Vest,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E478573-000,,
E469863-000,Compact Vest,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E469863-000,,
E479210-000,Cropped Vest,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E479210-000,,
E480064-000,Parka,69.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E480064-000,,
E479209-000,Relaxed Long Coat,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E479209-000,,
E478579-000,Down Long Coat,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E478579-000,,
E481014-000,Warm Down Long Coat,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E481014-000,,
E481195-000,Light Down Long Coat,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E481195-000,,
E481137-000,Down Short Coat,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E481137-000,,
E478577-000,Down Parka,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E478577-000,,
E478578-000,Down Short Jacket,69.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E478578-000,,
E478578-001,Down Short Jacket,69.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E478578-001,,
E469869-000,Light Down Jacket,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E469869-000,,
E469871-000,Parka,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E469871-000,,
E479751-000,Jacket,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E479751-000,,
E469862-000,Compact Jacket,69.9,women,outerwear,https://www.uniqlo.com/us/en/products/E469862-000,,
E478230-000,Short Blouson,79.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E478230-000,,
E478248-000,Collar Short Blouson,79.9,men,outerwear,https://www.uniqlo.com/us/en/products/E478248-000,,
E481240-000,Collar Short Blouson | Checked,79.9,men,outerwear,https://www.uniqlo.com/us/en/products/E481240-000,,
E480827-000,Short Blouson | Denim,79.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E480827-000,,
E480411-000,Stretch Active Jacket,79.9,men,outerwear,https://www.uniqlo.com/us/en/products/E480411-000,,
E478923-000,Stretch Shirt Jacket,79.9,men,outerwear,https://www.uniqlo.com/us/en/products/E478923-000,,
E480295-000,Overshirt,79.9,men,outerwear,https://www.uniqlo.com/us/en/products/E480295-000,,
E478249-000,Jacket,79.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E478249-000,,
E479863-000,Fleece Full-Zip Jacket,79.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E479863-000,,
E479411-000,Short Blouson,79.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E479411-000,,
E481347-000,Utility Jacket,79.9,men,outerwear,https://www.uniqlo.com/us/en/products/E481347-000,,
E481242-000,Full-Zip Jacket,79.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E481242-000,,
E480967-000,Face Knit Zip-Up Jacket,79.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E480967-000,,
E480920-000,Color Denim Jacket,79.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E480920-000,,
E475681-000,Blouson Jacket,79.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E475681-000,,
E479419-000,Quilted Jacket,79.9,men,outerwear,https://www.uniqlo.com/us/en/products/E479419-000,,
E469292-000,UV Protection Parka,79.9,men,outerwear,https://www.uniqlo.com/us/en/products/E469292-000,,
E464024-000,Parka | 3D Cut,79.9,men,outerwear,https://www.uniqlo.com/us/en/products/E464024-000,,
E464024-000,Parka | 3D Cut,79.9,men,outerwear,https://www.uniqlo.com/us/en/products/E464024-000,,
E478231-000,Parka,79.9,men,outerwear,https://www.uniqlo.com/us/en/products/E478231-000,,
E478286-000,Parka,79.9,men,outerwear,https://www.uniqlo.com/us/en/products/E478286-000,,
E478277-000,Down Parka,79.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E478277-000,,
E481044-000,Parka,79.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E481044-000,,
E479412-000,Utility Parka,79.9,men,outerwear,https://www.uniqlo.com/us/en/products/E479412-000,,
E480812-000,Jacket,79.9,unisex,outerwear,https://www.uniqlo.com/us/en/products/E480812-000,,
E448034-000,Blazer | Wool-Like,79.9,men,outerwear,https://www.uniqlo.com/us/en/products/E448034-000,,
